tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2015,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B33,COROLLA CROSS XEI HEV 1.8 ECVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1969,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2017,CAPITAL FEDERAL Nº 017,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C17,COROLLA CROSS SEG SAFETY 2.0 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2001,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,044,FIAT,943,PULSE DRIVE 1.3 MT5,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1993,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,779,TRACKER 1.2T AT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1990,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1986,ARGENTINA,50,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,806,MONTANA 1.2T LT MT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1963,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1984,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,779,TRACKER 1.2T AT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1990,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,08,CHEVROLET,FM,TRACKER 1.2T AT PREMIER,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1989,BOLIVIA,100,02,202
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,024,CHEVROLET,754,SPIN 1.8N 7P PREMIER A/T,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1969,COLOMBIA,100,02,205
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,024,CHEVROLET,770,ONIX PLUS 1.0T AT PREMIER,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988,VENEZUELA,100,02,226
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2018,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,024,CHEVROLET,770,ONIX PLUS 1.0T AT PREMIER,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1984,VENEZUELA,100,02,226
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Importado,2025,22,SEDAN 3 PUERTAS,130,TOYOTA,C23,GR YARIS MT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C19,COROLLA CROSS XEI SAFETY 2.0 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C16,COROLLA CROSS XEI HEV SAFETY 1.8 ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C20,COROLLA CROSS SEG HEV SAFETY 1.8 ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BH,HILUX 4X4 DC SRX 2.8 TDI 6 AT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C20,COROLLA CROSS SEG HEV SAFETY 1.8 ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C20,COROLLA CROSS SEG HEV SAFETY 1.8 ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Nacional,2025,40,TODO TERRENO,68,TOYOTA,CX,SW4 4X4 GR-SPORT 2.8 TDI 6 AT 7A,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,C08,COROLLA 2.0 XEI SAFETY CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,C10,COROLLA HEV 1.8 SEG SAFETY ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C14,COROLLA CROSS XLI SAFETY 2.0 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C20,COROLLA CROSS SEG HEV SAFETY 1.8 ECVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1994,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,C07,COROLLA 2.0 SEG SAFETY CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2020,CAPITAL FEDERAL Nº 020,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2021,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6A,KANGOO EXPRESS 2A 1.6 SCE 114,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1979,No aplica,100,02,
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2021,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1979,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2023,CAPITAL FEDERAL Nº 023,Ciudad Autónoma de Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,137,VOLVO,918,EX30,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2003,No aplica,100,02,
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2023,CAPITAL FEDERAL Nº 023,Ciudad Autónoma de Buenos Aires,Nacional,2025,22,FURGON,29,MERCEDES BENZ,HX,SPRINTER 311 CDI FURGON 3665,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2018,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2023,CAPITAL FEDERAL Nº 023,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,E02,ACTROS 2545 LS,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1977,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2023,CAPITAL FEDERAL Nº 023,Ciudad Autónoma de Buenos Aires,Nacional,2025,20,PICK-UP,AC,NISSAN,15,FRONTIER S 4X2 MT 2.3 D CD,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1964,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2025,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6A,KANGOO EXPRESS 2A 1.6 SCE 114,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2008,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2026,CAPITAL FEDERAL Nº 026,Ciudad Autónoma de Buenos Aires,Importado,2025,05,SEDAN 5 PUERTAS,011,AUDI,342,A1 SPORTBACK 30 TFSI STRONIC,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1993,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2028,CAPITAL FEDERAL Nº 028,Ciudad Autónoma de Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,8E,TAOS COMFORTLINE 250 TSI AT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1963,ARGENTINA,50,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,027,CITROEN,623,C4 CACTUS THP AT SHINE MY23,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2011,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Importado,2024,17,CHASIS C/CABINA,F82,FOTON,021,AUMARK S3 916,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2018,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Importado,2024,17,CHASIS C/CABINA,F82,FOTON,021,AUMARK S3 916,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2018,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Importado,2024,14,CAMION,F82,FOTON,021,AUMARK S3 916,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2018,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2030,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Buenos Aires,Importado,2024,17,CHASIS C/CABINA,F82,FOTON,021,AUMARK S3 916,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2018,No aplica,100,02,
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2033,CAPITAL FEDERAL Nº 033,Ciudad Autónoma de Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UV,208 ALLURE AT AM25.5,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1995,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2034,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Buenos Aires,Importado,2025,05,SEDAN 5 PUERTAS,018,BMW,665,118,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976,ARGENTINA,100,02,200
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1948,No aplica,100,02,
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C19,COROLLA CROSS XEI SAFETY 2.0 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1967,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,C20,COROLLA CROSS SEG HEV SAFETY 1.8 ECVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1979,ARGENTINA,50,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,C10,COROLLA HEV 1.8 SEG SAFETY ECVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1978,ARGENTINA,100,02,200
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1957,CHILE,50,02,208
INSCRIPCION INICIAL IMPORTADO,2025-03-05,2025-03-05,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1955,URUGUAY,100,02,225
INSCRIPCION INICIAL NACIONAL,2025-03-05,2025-03-05,2037,CAPITAL FEDERAL Nº 037,Ciudad Autónoma de Buenos Aires,Nacional,2025,40,TODO TERRENO,68,TOYOTA,BW,SW4 4X4 SRX 2.8 TDI 6 AT 7A,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1973,ARGENTINA,100,02,200
