tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1093,SAN PEDRO Nº 1,Buenos Aires,Nacional,2025,32,CASA RODANTE,HD,FERBUS,16,KAISEN 400 1E,1,Privado,Física,SANTA LUCIA,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1262,PERGAMINO Nº 3,Buenos Aires,Nacional,2025,30,ACOPLADO,AF,HERMANN,HN,BARANDA VOLCABLE A.BV.4E.11,1,Privado,Física,J. A. DE LA PEÑA,BUENOS AIRES,Masculino,1962,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1262,PERGAMINO Nº 3,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,PERGAMINO,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1P,RANGER DC XLT 2.0L BIT 4X2 10AT D,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,1958,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1P,RANGER DC XLT 2.0L BIT 4X2 10AT D,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,1958,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1H,RANGER DC XLS 3.0L V6 4X4 10AT D,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,1958,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,010,JOLION 1.5T 7DCT SUPREME,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,1960,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1P,RANGER DC XLT 2.0L BIT 4X2 10AT D,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,1958,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1P,RANGER DC XLT 2.0L BIT 4X2 10AT D,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,1958,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,10,TODO TERRENO,Q80,HAVAL,012,H6 GT 4WD,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2023,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,80,PICK-UP CABINA SIMPLE,D82,SHINERAY,015,T30,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2023,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,843,S10 CD 2.8 TD 4X4 WT AT,1,Privado,Física,SALTA,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Masculino,1964,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,FLORIDA,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1958,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1263,OLIVOS Nº 10,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,1985,ECUADOR,50,06,210
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1264,ADROGUE Nº 5,Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,A74,COROLLA 2.0 XLI CVT,1,Privado,Jurídica,SAN MIGUEL DEL MONTE,BUENOS AIRES,No aplica,2021,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1264,ADROGUE Nº 5,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1265,PILAR Nº 3,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,828,POLO HIGHLINE 170TSI AT G1,1,Privado,Física,PRESIDENTE DERQUI,BUENOS AIRES,Femenino,2003,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1015,CARHUE,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,827,S10 CD 2.8 TD 4X2 WT,1,Privado,Física,CARHUE,BUENOS AIRES,Masculino,1947,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1016,CARLOS CASARES,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,817,POLO TRACK MSI MT G1,1,Privado,Física,CARLOS CASARES,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1016,CARLOS CASARES,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,CARLOS CASARES,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1017,CARLOS TEJEDOR,Buenos Aires,Nacional,2025,30,ACOPLADO,69,BONANO,CA,ACOPLADO BARANDA VOLCABLE DE 4 EJES,1,Privado,Física,TRES ALGARROBOS,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1097,TORNQUIST,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BP,HILUX 4X2 DC DX 2.4 TDI 6 MT,1,Privado,Física,TONQUIST,BUENOS AIRES,Masculino,1967,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,40,TODO TERRENO,68,TOYOTA,BW,SW4 4X4 SRX 2.8 TDI 6 AT 7A,1,Privado,Jurídica,VIEDMA,BUENOS AIRES,No aplica,2015,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B0,TAOS COMFORTLINE 250TSI AT,1,Privado,Física,VIEDMA,BUENOS AIRES,Masculino,1946,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DU,HILUX 4X4 DC DX 2.4 TDI 6 AT,1,Privado,Física,CARMEN DE PATAGONES,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,VD,208 ALLURE MT AM26,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Masculino,2001,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,B97,COROLLA HEV 1.8 XEI ECVT,1,Privado,Física,SAN ANTONIO OESTE,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1018,CARMEN DE PATAGONES,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,838,TERA HIGH 170 TSI AT,1,Privado,Física,VIEDMA,BUENOS AIRES,Femenino,1959,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1268,TANDIL Nº 3,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,TANDIL,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1268,TANDIL Nº 3,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,1984,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1098,TRENQUE LAUQUEN Nº 1,Buenos Aires,Importado,2025,82,PICK-UP CABINA DOBLE,047,FORD,D63,MAVERICK LARIAT 2.5L HEV AWD AT,1,Privado,Jurídica,BAHIA BLANCA,BUENOS AIRES,No aplica,2009,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1270,TIGRE Nº 5,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,816,POLO COMFORTLINE 170TSI AT G1,1,Privado,Jurídica,CIUDAD DE BUENOS AIRES,BUENOS AIRES,No aplica,2009,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1099,TRES ARROYOS Nº 1,Buenos Aires,Importado,2025,10,TODO TERRENO,047,FORD,D62,BRONCO SPORT BADLANDS 2.0L,1,Privado,Física,TRES ARROYOS,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1099,TRES ARROYOS Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Física,TRES ARROYOS,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1019,COLON,Buenos Aires,Importado,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,840,SILVERADO Z71 TRAIL BOSS,1,Privado,Jurídica,COLÓN,BUENOS AIRES,No aplica,2019,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1019,COLON,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,809,MONTANA 1.2T PREMIER AT,1,Privado,Física,COLON,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1019,COLON,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,835,TERA COMFORT 170 TSI AT,1,Privado,Física,COLÓN,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1019,COLON,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,817,POLO TRACK MSI MT G1,1,Privado,Física,COLÓN,BUENOS AIRES,Femenino,2002,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1273,MORENO Nº 4,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1H,RANGER DC XLS 3.0L V6 4X4 10AT D,1,Privado,Física,SAN ANDRES DE GILES,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1273,MORENO Nº 4,Buenos Aires,Importado,2025,05,SEDAN 5 PUERTAS,058,HYUNDAI,614,HB 20 AT,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,2000,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1273,MORENO Nº 4,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,G89,CHERY,078,TIGGO 4 PRO 1.5T CVT LUXURY,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1974,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1276,ROQUE PEREZ,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,847,MONTANA 1.2T LT AT,1,Privado,Física,ROQUE PÉREZ,BUENOS AIRES,Femenino,1976,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,CORONEL DORREGO,BUENOS AIRES,No aplica,1990,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,CORONEL DORREGO,BUENOS AIRES,No aplica,1990,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,027,CITROEN,682,C3 AIRCROSS T200 FEEL PK MY25,1,Privado,Física,GARIN,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1021,CORONEL PRINGLES,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,112,RENAULT,C63,KARDIAN ICONIC 200 EDC MY25,1,Privado,Física,CORONEL PRINGLES,BUENOS AIRES,Masculino,1968,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1281,BERISSO Nº 2,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A5,AMAROK HIGHLINE TDI AT 4X2 G2,1,Privado,Física,SAN CARLOS,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1287,ITUZAINGO Nº 3,Buenos Aires,Importado,2025,05,SEDAN 5 PUERTAS,058,HYUNDAI,614,HB 20 AT,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1103,ZARATE Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,F30,MERCEDES BENZ/IRIZAR,006,O500M 1826 30 / I6,1,Privado,Jurídica,ZARATE,BUENOS AIRES,No aplica,1992,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1103,ZARATE Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,F30,MERCEDES BENZ/IRIZAR,006,O500M 1826 30 / I6,1,Privado,Jurídica,ZARATE,BUENOS AIRES,No aplica,1992,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1103,ZARATE Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,F30,MERCEDES BENZ/IRIZAR,006,O500M 1826 30 / I6,1,Privado,Jurídica,ZARATE,BUENOS AIRES,No aplica,1992,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,044,FIAT,963,FASTBACK TURBO 270 AT,1,Privado,Física,VILLA LUZURIAGA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,839,TERA TREND MSI MT,1,Privado,Física,LOS CARDALES,BUENOS AIRES,Femenino,1954,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1291,CAMPANA Nº 3,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BL,HILUX 4X4 DC SR 2.8 TDI 6 MT,1,Privado,Física,ZARATE,BUENOS AIRES,Masculino,1996,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1,Privado,Física,MANZANARES,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1,Privado,Física,PAVON,BUENOS AIRES,Masculino,1986,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1293,PILAR Nº 4,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BH,HILUX 4X4 DC SRX 2.8 TDI 6 AT,1,Privado,Jurídica,PILAR,BUENOS AIRES,No aplica,2010,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1293,PILAR Nº 4,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1,Privado,Física,PIGUE,BUENOS AIRES,Masculino,1982,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1293,PILAR Nº 4,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,PRESIDENTE DERQUI,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1293,PILAR Nº 4,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q49,BAIC,017,BJ30E,1,Privado,Física,GARIN,BUENOS AIRES,Femenino,1972,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1298,TRENQUE LAUQUEN Nº 2,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B0,TAOS COMFORTLINE 250TSI AT,1,Privado,Jurídica,TRENQUE LAUQUEN,BUENOS AIRES,No aplica,1983,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1298,TRENQUE LAUQUEN Nº 2,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B1,TAOS HIGHLINE 250TSI AT,1,Privado,Jurídica,TRENQUE LAUQUEN,BUENOS AIRES,No aplica,1983,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1298,TRENQUE LAUQUEN Nº 2,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CS,CRONOS PRECISION 1.3 GSE CVT BZ,1,Privado,Física,TREINTA DE AGOSTO,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1299,MAR DEL PLATA Nº 13,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CR,CRONOS DRIVE 1.3 GSE CVT BZ,1,Privado,Física,GUALEGUAYCHU,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-11-03,2025-11-03,1022,CORONEL SUAREZ,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,151,JEEP,141,RENEGADE SPORT T270 AT6 FWD,1,Privado,Jurídica,CORONEL SUÁREZ,BUENOS AIRES,No aplica,2023,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1022,CORONEL SUAREZ,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A9,AMAROK TRENDLINE TDI MT 4X4 G2,1,Privado,Física,CORONEL SUÁREZ,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-11-03,2025-11-03,1022,CORONEL SUAREZ,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A2,AMAROK COMFORTLINE V6 AT 4X4 G2,1,Privado,Física,CORONEL SUÁREZ,BUENOS AIRES,Masculino,1985,ARGENTINA,50,06,200
