marca,modelo,tipo_dnrpa,tipo_sistema
KTM,450 EXC-F SIX DAYS,MOTOCICLETA,Moto
KTM,450 EXC-R,MOTOCICLETA,Moto
KTM,450 SX-F,MOTOCICLETA,Moto
KTM,450 XC-F,MOTOCICLETA,Moto
KTM,450SXF,MOTOCICLETA,Moto
KTM,50 SX PRO JUNIOR,MOTOCICLETA,Moto
KTM,50 SX PRO SENIOR,MOTOCICLETA,Moto
KTM,50 SX PRO SENIOR LC,MOTOCICLETA,Moto
KTM,500 EXC,MOTOCICLETA,Moto
KTM,500 EXC SIX DAYS,MOTOCICLETA,Moto
KTM,50SX,MOTOCICLETA,Moto
KTM,530 EXC-R,MOTOCICLETA,Moto
KTM,65 SX,MOTOCICLETA,Moto
KTM,690 DUKE,MOTOCICLETA,Moto
KTM,690 ENDURO,MOTOCICLETA,Moto
KTM,690 ENDURO R,MOTOCICLETA,Moto
KTM,690 RALLY REPLICA,MOTOCICLETA,Moto
KTM,690 SM,MOTOCICLETA,Moto
KTM,690 SMC R,MOTOCICLETA,Moto
KTM,790 ADVENTURE,MOTOCICLETA,Moto
KTM,790 ADVENTURE R,MOTOCICLETA,Moto
KTM,790 DUKE,MOTOCICLETA,Moto
KTM,85 SX,MOTOCICLETA,Moto
KTM,890 ADVENTURE,MOTOCICLETA,Moto
KTM,950 ADVENTURE,MOTOCICLETA,Moto
KTM,990 ADVENTURE,MOTOCICLETA,Moto
KTM,990 ADVENTURE R,MOTOCICLETA,Moto
KTM,990 SM T,MOTOCICLETA,Moto
KTM,990 SUPERDUKE,MOTOCICLETA,Moto
KTM,ADVENTURE 390,MOTOCICLETA,Moto
KTM,ADVENTURE 790,MOTOCICLETA,Moto
KTM,ADVENTURE 790 R,MOTOCICLETA,Moto
KTM,ADVENTURE 890 R,MOTOCICLETA,Moto
KTM,DUKE 200,MOTOCICLETA,Moto
KTM,DUKE 200 G2,MOTOCICLETA,Moto
KTM,DUKE 250 G3,MOTOCICLETA,Moto
KTM,DUKE 390,MOTOCICLETA,Moto
KTM,DUKE 390 G3,MOTOCICLETA,Moto
KTM,KTM 200 DUKE,MOTOCICLETA,Moto
KTM,KTM 250 ADVENTURE,MOTOCICLETA,Moto
KTM,KTM 250 DUKE,MOTOCICLETA,Moto
KTM,KTM 250 EXC-F,MOTOCICLETA,Moto
KTM,KTM 350 EXC-F,MOTOCICLETA,Moto
KTM,KTM 790 ADVENTURE,MOTOCICLETA,Moto
KTM,KTM 790 ADVENTURE R,MOTOCICLETA,Moto
KTM,MOTO KTM 250 EXC-F,MOTOCICLETA,Moto
KTM,MOTO KTM 390 DUKE,MOTOCICLETA,Moto
KTM,RC 200,MOTOCICLETA,Moto
KTM,RC 390,MOTOCICLETA,Moto
KTM,RC 390 G2,MOTOCICLETA,Moto
KTM,SX-F 350,MOTOCICLETA,Moto
KYMCO,ACTIV 110,MOTOCICLETA,Moto
KYMCO,ACTIV 125 SRX,MOTOCICLETA,Moto
KYMCO,ACTIV 125SR,MOTOCICLETA,Moto
KYMCO,AGILITY +300,MOTONETA / SCOOTER,Moto
KYMCO,AGILITY 125,MOTOCICLETA / MOTONETA / SCOOTER / SCOOTER,Moto
KYMCO,AGILITY 200I,MOTONETA / SCOOTER,Moto
KYMCO,AGILITY 50,SCOOTER,Moto
KYMCO,AGILITY CITY 200 I,SCOOTER,Moto
KYMCO,AGILITY RS 125 NAKED,MOTONETA / SCOOTER,Moto
KYMCO,AK 550I,SCOOTER,Moto
KYMCO,AXR110,MOTOCICLETA,Moto
KYMCO,BET & WIN 250,SCOOTER,Moto
KYMCO,DINK 150,SCOOTER,Moto
KYMCO,DJ 50,SCOOTER,Moto
KYMCO,DJ50 REFINED,SCOOTER,Moto
KYMCO,DOWNTOWN 300 I,SCOOTER,Moto
KYMCO,DOWNTOWN 300I,MOTONETA / SCOOTER,Moto
KYMCO,DOWNTOWN 350 GT,MOTONETA / SCOOTER,Moto
KYMCO,DOWNTOWN 350I ABS,MOTONETA / SCOOTER,Moto
KYMCO,DT X350,MOTONETA / SCOOTER,Moto
KYMCO,GRAND DINK 150,SCOOTER,Moto
KYMCO,GRAND DINK 250,SCOOTER,Moto
KYMCO,GRAND KING 125,MOTOCICLETA,Moto
KYMCO,HEROISM 125,SCOOTER,Moto
KYMCO,HIPSTER 125,MOTOCICLETA,Moto
KYMCO,KB 100,SCOOTER,Moto
KYMCO,LIKE 125,MOTONETA / SCOOTER / SCOOTER,Moto
KYMCO,LIKE 150I,MOTONETA / SCOOTER,Moto
KYMCO,LIKE 200 I,SCOOTER,Moto
KYMCO,LIKE 200I,MOTONETA / SCOOTER,Moto
KYMCO,MICARE 125,MOTONETA / SCOOTER,Moto
KYMCO,PEOPLE 150,SCOOTER,Moto
KYMCO,PEOPLE 200S,SCOOTER,Moto
KYMCO,PEOPLE 250,MOTOCICLETA / SCOOTER,Moto
KYMCO,PEOPLE 50,SCOOTER,Moto
KYMCO,PEOPLE GT 300 I,SCOOTER,Moto
KYMCO,PEOPLE S 150I,MOTONETA / SCOOTER,Moto
KYMCO,PLEASURE,MOTOCICLETA,Moto
KYMCO,PLEASURE 125,MOTOCICLETA,Moto
KYMCO,PULSAR 125,MOTOCICLETA,Moto
KYMCO,PULSAR 125 LUXE,MOTOCICLETA,Moto
KYMCO,PULSAR UP 125,MOTOCICLETA,Moto
KYMCO,QUANNON,MOTOCICLETA,Moto
KYMCO,SKYTOWN 150,SCOOTER,Moto
KYMCO,SPIKE 125,MOTOCICLETA,Moto
KYMCO,SPIKE 125R,MOTOCICLETA,Moto
KYMCO,STRYKER 125,MOTOCICLETA,Moto
KYMCO,STRYKER 150,MOTOCICLETA,Moto
KYMCO,SUPER 9,SCOOTER,Moto
KYMCO,SUPER9 50,SCOOTER,Moto
KYMCO,SUPER9 AIR,SCOOTER,Moto
KYMCO,TOP BOY 100,SCOOTER,Moto
KYMCO,VENOX 250,MOTOCICLETA,Moto
KYMCO,VISA R 110,MOTOCICLETA,Moto
KYMCO,X-TOWN 250I,MOTONETA / SCOOTER,Moto
KYMCO,XCITING 500,SCOOTER,Moto
KYMCO,XCITING 500 RI,SCOOTER,Moto
KYMCO,XCITING S 400I,MOTONETA / SCOOTER,Moto
KYMCO,XCITING VS 400,MOTONETA / SCOOTER,Moto
KYMCO,XJR,SCOOTER,Moto
KYMCO,YUP 50,SCOOTER,Moto
KYMCO,ZING 150,MOTOCICLETA,Moto
KYMCO,ZX50,SCOOTER,Moto
LEGNANO,CAPRI,MOTOCICLETA,Moto
LEGNANO,IMOLA,MOTOCICLETA,Moto
LEGNANO,MILANO,MOTOCICLETA,Moto
LEGNANO,MILANO SPRINT,MOTOCICLETA,Moto
LEGNANO,MODENA,MOTOCICLETA,Moto
LEGNANO,MONZA,MOTOCICLETA,Moto
LEGNANO,VERONA,MOTOCICLETA,Moto
LEGNANO,YG110-2,MOTOCICLETA,Moto
LIFAN,KP200M,MOTOCICLETA,Moto
LIFAN,KP200T,MOTOCICLETA,Moto
LIFAN,KP350,MOTOCICLETA,Moto
LIFAN,KPV 150,SCOOTER,Moto
LIFAN,KPV150,MOTOCICLETA,Moto
LIFAN,LF125,MOTOCICLETA,Moto
LIFAN,LF150,MOTOCICLETA,Moto
LIFAN,LF150T,MOTOCICLETA,Moto
LIFAN,V16,MOTOCICLETA,Moto
LIFAN,XP200,MOTOCICLETA,Moto
MAVERICK,BLACK STAR,MOTOCICLETA,Moto
MAVERICK,CROSS,MOTOCICLETA,Moto
MAVERICK,FOX,MOTOCICLETA,Moto
MAVERICK,GO,MOTOCICLETA,Moto
MAVERICK,HALLEY,MOTOCICLETA,Moto
MAVERICK,MA 110-2,MOTOCICLETA,Moto
MAVERICK,MA110-3,MOTOCICLETA,Moto
MAVERICK,MA110-A,MOTOCICLETA,Moto
MAVERICK,MA125-12,MOTOCICLETA,Moto
MAVERICK,MA125-2,MOTOCICLETA,Moto
MAVERICK,MA125-5,MOTOCICLETA,Moto
MAVERICK,MA125-7,MOTOCICLETA,Moto
MAVERICK,MA125-7A,MOTOCICLETA,Moto
MAVERICK,MA125-GY,MOTOCICLETA,Moto
MAVERICK,MA125-T6,MOTOCICLETA,Moto
MAVERICK,MA150-12,MOTOCICLETA,Moto
MAVERICK,MA150-13,MOTOCICLETA,Moto
MAVERICK,MA200-13,MOTOCICLETA,Moto
MAVERICK,MA200-GY,MOTOCICLETA,Moto
MAVERICK,MA70,MOTOCICLETA,Moto
MAVERICK,MA70-D,MOTOCICLETA,Moto
MAVERICK,OMEGA,MOTOCICLETA,Moto
MAVERICK,PANTER,MOTOCICLETA,Moto
MAVERICK,STREET,MOTOCICLETA,Moto
MAVERICK,TOP,MOTOCICLETA,Moto
MAVERICK,TRY,MOTOCICLETA,Moto
MAVERICK,XRT,MOTOCICLETA,Moto
MAVERICK MOTOR,ADVENTURE 250,MOTOCICLETA,Moto
MAVERICK MOTOR,BLACK STAR,MOTOCICLETA,Moto
MAVERICK MOTOR,CITY 125,MOTOCICLETA,Moto
MAVERICK MOTOR,CROSS,MOTOCICLETA,Moto
MAVERICK MOTOR,CROSS 125,MOTOCICLETA,Moto
MAVERICK MOTOR,DUAL,MOTOCICLETA,Moto
MAVERICK MOTOR,DUAL 150,MOTOCICLETA,Moto
MAVERICK MOTOR,F1 125,MOTOCICLETA,Moto
MAVERICK MOTOR,FOX,MOTOCICLETA,Moto
MAVERICK MOTOR,GO 70,MOTOCICLETA,Moto
MAVERICK MOTOR,HALLEY,MOTOCICLETA,Moto
MAVERICK MOTOR,MAXIM 250,MOTOCICLETA,Moto
MAVERICK MOTOR,NEXUS 150,MOTOCICLETA,Moto
MAVERICK MOTOR,PANTHER 250,MOTOCICLETA,Moto
MAVERICK MOTOR,STREET,MOTOCICLETA,Moto
MAVERICK MOTOR,SUPRA X,MOTOCICLETA,Moto
MAVERICK MOTOR,SUPRA X 125,MOTOCICLETA,Moto
MAVERICK MOTOR,TOP,MOTOCICLETA,Moto
MAVERICK MOTOR,WIND 100,MOTOCICLETA,Moto
MAVERICK MOTOR,XRT,MOTOCICLETA,Moto
MONDIAL,BD 90,MOTOCICLETA,Moto
MONDIAL,CARGO,CICLOMOTOR,Moto
MONDIAL,CARGO C 2.,CICLOMOTOR,Moto
MONDIAL,CARGO VR,CICLOMOTOR,Moto
MONDIAL,DAX 70,MOTOCICLETA,Moto
MONDIAL,DAX 90,MOTOCICLETA,Moto
MONDIAL,DAX70,MOTOCICLETA,Moto
MONDIAL,EX150K,MOTOCICLETA,Moto
MONDIAL,FREE,CICLOMOTOR,Moto
MONDIAL,FREE CARGO,CICLOMOTOR,Moto
MONDIAL,HD 125 A,MOTOCICLETA,Moto
MONDIAL,HD 125 L,MOTOCICLETA,Moto
MONDIAL,HD 150,MOTOCICLETA,Moto
MONDIAL,HD 150 L,MOTOCICLETA,Moto
MONDIAL,HD 250,MOTOCICLETA,Moto
MONDIAL,HD125,MOTOCICLETA,Moto
MONDIAL,HD125L,MOTOCICLETA,Moto
MONDIAL,HD150L,MOTOCICLETA,Moto
MONDIAL,HD250A,MOTOCICLETA,Moto
MONDIAL,HD250W,MOTOCICLETA,Moto
MONDIAL,HD254A,MOTOCICLETA,Moto
MONDIAL,KX 50,MOTOCICLETA,Moto
MONDIAL,KX50,MOTOCICLETA,Moto
MONDIAL,LD 110 H,MOTOCICLETA,Moto
MONDIAL,LD 110 H1,MOTOCICLETA,Moto
MONDIAL,LD 110 MAX,MOTOCICLETA,Moto
MONDIAL,LD 110 MAX-AD,MOTOCICLETA,Moto
MONDIAL,LD 110 MAX-RT,MOTOCICLETA,Moto
MONDIAL,LD 110 S,MOTOCICLETA,Moto
MONDIAL,LD 110 Y,MOTOCICLETA,Moto
MONDIAL,LD 110 Y T,MOTOCICLETA,Moto
MONDIAL,LD 110-AD,MOTOCICLETA,Moto
MONDIAL,LD 110-RT,MOTOCICLETA,Moto
MONDIAL,LD 110S-AD,MOTOCICLETA,Moto
MONDIAL,LD 110S-AT,MOTOCICLETA,Moto
MONDIAL,LD 110S-RT,MOTOCICLETA,Moto
MONDIAL,LD 125 L,MOTOCICLETA,Moto
MONDIAL,LD PISTA S,MOTOCICLETA,Moto
MONDIAL,LD110,MOTOCICLETA,Moto
MONDIAL,LD110 A 3V,MOTOCICLETA,Moto
MONDIAL,LD110H,MOTOCICLETA,Moto
MONDIAL,LD110K,MOTOCICLETA,Moto
MONDIAL,LD110L,MOTOCICLETA,Moto
MONDIAL,LD110Q,MOTOCICLETA,Moto
MONDIAL,LD110S,MOTOCICLETA,Moto
MONDIAL,LD110Y,MOTOCICLETA,Moto
MONDIAL,LD110YT,MOTOCICLETA,Moto
MONDIAL,LD125L MAX R,MOTOCICLETA,Moto
MONDIAL,MD 125,SCOOTER,Moto
MONDIAL,MD 150,MOTONETA / SCOOTER,Moto
MONDIAL,MD 150 ALLEGRO,MOTONETA / SCOOTER,Moto
MONDIAL,MD125K,SCOOTER,Moto
MONDIAL,MD125K1,SCOOTER,Moto
MONDIAL,MD150,SCOOTER,Moto
MONDIAL,MD150N,SCOOTER,Moto
MONDIAL,MONKEY,MOTOCICLETA,Moto
MONDIAL,MS 50,SCOOTER,Moto
MONDIAL,MS50D,SCOOTER,Moto
MONDIAL,MS50E,SCOOTER,Moto
MONDIAL,QJ100E,MOTOCICLETA,Moto
MONDIAL,QJ110E,MOTOCICLETA,Moto
MONDIAL,RD 125 L,MOTOCICLETA,Moto
MONDIAL,RD 150,MOTOCICLETA,Moto
MONDIAL,RD 150 CLASSIC,MOTOCICLETA,Moto
MONDIAL,RD 150 H,MOTOCICLETA,Moto
MONDIAL,RD 150 L,MOTOCICLETA,Moto
MONDIAL,RD 150-AD,MOTOCICLETA,Moto
MONDIAL,RD 150-RT,MOTOCICLETA,Moto
MONDIAL,RD 150N-AD,MOTOCICLETA,Moto
MONDIAL,RD 150N-RT,MOTOCICLETA,Moto
MONDIAL,RD125,MOTOCICLETA,Moto
MONDIAL,RD125K,MOTOCICLETA,Moto
MONDIAL,RD150K,MOTOCICLETA,Moto
MONDIAL,RD150L,MOTOCICLETA,Moto
MONDIAL,RD200K,MOTOCICLETA,Moto
MONDIAL,RD250,MOTOCICLETA,Moto
MONDIAL,RD250R,MOTOCICLETA,Moto
MONDIAL,RD250S,MOTOCICLETA,Moto
MONDIAL,RV 125,MOTOCICLETA,Moto
MONDIAL,SCARABEO,SCOOTER,Moto
MONDIAL,SILVER FOX 100,SCOOTER,Moto
MONDIAL,TB100,SCOOTER,Moto
MONDIAL,TB125,SCOOTER,Moto
MONDIAL,TD 150,MOTOCICLETA,Moto
MONDIAL,TD 150 L,MOTOCICLETA,Moto
MONDIAL,TD 200 P,MOTOCICLETA,Moto
MONDIAL,TD 250,MOTOCICLETA,Moto
MONDIAL,TD150L,MOTOCICLETA,Moto
MONDIAL,TD200K,MOTOCICLETA,Moto
MONDIAL,TD200K-2,MOTOCICLETA,Moto
MONDIAL,VD250P,MOTOCICLETA,Moto
MONDIAL,W150,MOTOCICLETA,Moto
MONDIAL,W250 SPORT,MOTOCICLETA,Moto
MORBIDELLI,F352,MOTOCICLETA,Moto
MORBIDELLI,M502N,MOTOCICLETA,Moto
MORBIDELLI,N300,MOTOCICLETA,Moto
MORBIDELLI,SC150RE,MOTOCICLETA,Moto
MORBIDELLI,T1002VX,MOTOCICLETA,Moto
MORBIDELLI,T352X,MOTOCICLETA,Moto
MORBIDELLI,T502X,MOTOCICLETA,Moto
MOTO GUZZI,V7 II RACER,MOTOCICLETA,Moto
MOTO GUZZI,V7 II STORNELLO,MOTOCICLETA,Moto
MOTO GUZZI,V7 III ANNIVERSARIO,MOTOCICLETA,Moto
MOTO GUZZI,V7 III RACER,MOTOCICLETA,Moto
MOTO GUZZI,V7 III SPECIAL,MOTOCICLETA,Moto
MOTO GUZZI,V7 III STONE,MOTOCICLETA,Moto
MOTO GUZZI,V85 TT,MOTOCICLETA,Moto
MOTO GUZZI,V9 BOBBER,MOTOCICLETA,Moto
MOTO GUZZI,V9 ROAMER,MOTOCICLETA,Moto
MOTO MORINI,ALLTRHIKE 450,MOTOCICLETA,Moto
MOTO MORINI,CALIBRO,MOTOCICLETA,Moto
MOTO MORINI,SEIEMMEZZO,MOTOCICLETA,Moto
MOTO MORINI,X-CAPE,MOTOCICLETA,Moto
MOTO MORINI,X-CAPE 1200,MOTOCICLETA,Moto
MOTO MORINI,X-CAPE 650,MOTOCICLETA,Moto
MOTO MORINI,X-CAPE 700,MOTOCICLETA,Moto
MOTO MORINI,XCAPE 650,MOTOCICLETA,Moto
MOTOMEL,B110,MOTOCICLETA,Moto
MOTOMEL,B110 TUNNING,MOTOCICLETA,Moto
MOTOMEL,B125,MOTOCICLETA,Moto
MOTOMEL,C 125,MOTOCICLETA,Moto
MOTOMEL,C100 DLX,MOTOCICLETA,Moto
MOTOMEL,C100 SE,MOTOCICLETA,Moto
MOTOMEL,C110,MOTOCICLETA,Moto
MOTOMEL,C110 DLX,MOTOCICLETA,Moto
MOTOMEL,C110 SE,MOTOCICLETA,Moto
MOTOMEL,C150,MOTOCICLETA,Moto
MOTOMEL,C150 SII,MOTOCICLETA,Moto
MOTOMEL,C250,MOTOCICLETA,Moto
MOTOMEL,CA 110,MOTOCICLETA,Moto
MOTOMEL,CA100 DB,MOTOCICLETA,Moto
MOTOMEL,CA100DB,MOTOCICLETA,Moto
MOTOMEL,CA110,MOTOCICLETA,Moto
MOTOMEL,CD 125,MOTOCICLETA,Moto
MOTOMEL,CD100,MOTOCICLETA,Moto
MOTOMEL,CD125,MOTOCICLETA,Moto
MOTOMEL,CG 125,MOTOCICLETA,Moto
MOTOMEL,CG 150,MOTOCICLETA,Moto
MOTOMEL,CITY CARGO 110,MOTOCICLETA,Moto
MOTOMEL,CUSTOM,MOTOCICLETA,Moto
MOTOMEL,CUSTOM 100,MOTOCICLETA,Moto
MOTOMEL,CUSTOM 150,MOTOCICLETA,Moto
MOTOMEL,CUSTOM 200,MOTOCICLETA,Moto
MOTOMEL,CX 150,MOTOCICLETA,Moto
MOTOMEL,CX150,MOTOCICLETA,Moto
MOTOMEL,CX250,MOTOCICLETA,Moto
MOTOMEL,DK 200,MOTOCICLETA,Moto
MOTOMEL,DK200,MOTOCICLETA,Moto
MOTOMEL,DREAM,MOTOCICLETA,Moto
MOTOMEL,E110,MOTOCICLETA,Moto
MOTOMEL,ECO,MOTOCICLETA,Moto
MOTOMEL,ECO AUTOMATIC,MOTOCICLETA,Moto
MOTOMEL,FORZA,SCOOTER,Moto
MOTOMEL,FORZA SE,SCOOTER,Moto
MOTOMEL,GO 125 VINTAGE,MOTOCICLETA,Moto
MOTOMEL,GT,MOTOCICLETA,Moto
MOTOMEL,GV650,MOTOCICLETA,Moto
MOTOMEL,HYOSUNG,MOTOCICLETA,Moto
MOTOMEL,M 70,MOTOCICLETA,Moto
MOTOMEL,M70 AUTO,MOTOCICLETA,Moto
MOTOMEL,MEDAL,MOTOCICLETA,Moto
MOTOMEL,MEGELLI250,MOTOCICLETA,Moto
MOTOMEL,MOTARD,MOTOCICLETA,Moto
MOTOMEL,MOTARD 200,MOTOCICLETA,Moto
MOTOMEL,PX110,MOTOCICLETA,Moto
MOTOMEL,S 250,MOTOCICLETA,Moto
MOTOMEL,S110,MOTOCICLETA,Moto
MOTOMEL,S2,MOTOCICLETA,Moto
MOTOMEL,S250,MOTOCICLETA,Moto
MOTOMEL,S3,MOTOCICLETA,Moto
MOTOMEL,S70,MOTOCICLETA,Moto
MOTOMEL,SIRIUS 150,MOTOCICLETA,Moto
MOTOMEL,SIRIUS 190,MOTOCICLETA,Moto
MOTOMEL,SIRIUS 250,MOTOCICLETA,Moto
MOTOMEL,SIRIUS200,MOTOCICLETA,Moto
MOTOMEL,SKUA 125 X-TREME,MOTOCICLETA,Moto
MOTOMEL,SKUA 200,MOTOCICLETA,Moto
MOTOMEL,SKUA 200 V6,MOTOCICLETA,Moto
MOTOMEL,SKUA ADVENTURE,MOTOCICLETA,Moto
MOTOMEL,SKUA200,MOTOCICLETA,Moto
MOTOMEL,SKUA250,MOTOCICLETA,Moto
MOTOMEL,SL 125,MOTOCICLETA / SCOOTER,Moto
MOTOMEL,SL125,SCOOTER,Moto
MOTOMEL,SQ 50,SCOOTER,Moto
MOTOMEL,SQ50,SCOOTER,Moto
MOTOMEL,SR 150,MOTOCICLETA,Moto
MOTOMEL,SR 200,MOTOCICLETA,Moto
MOTOMEL,SR200,MOTOCICLETA,Moto
MOTOMEL,STRATO,MOTOCICLETA / SCOOTER,Moto
MOTOMEL,STRATO ALPINO,MOTONETA / SCOOTER,Moto
MOTOMEL,STRATO E,MOTONETA / SCOOTER,Moto
MOTOMEL,STRATO EURO 150,MOTONETA / SCOOTER,Moto
MOTOMEL,STRATO FUN 80,MOTONETA / SCOOTER,Moto
MOTOMEL,T150,MOTOCICLETA,Moto
MOTOMEL,T200,MOTOCICLETA,Moto
MOTOMEL,VICTORY 150,MOTOCICLETA,Moto
MOTOMEL,VX150,MOTOCICLETA / SCOOTER,Moto
MOTOMEL,X3M,MOTOCICLETA,Moto
MOTOMEL,XMM,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 1000 RR,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 1000 RS,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 1090,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 675,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 800,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 800 DRAGSTER,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 800 RR,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE 800 RR SCS,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE DRAGSTER RR,MOTOCICLETA,Moto
MV AGUSTA,BRUTALE RR,MOTOCICLETA,Moto
MV AGUSTA,DRAGSTER 800 ROSSO,MOTOCICLETA,Moto
MV AGUSTA,F3 675,MOTOCICLETA,Moto
MV AGUSTA,F3 800,MOTOCICLETA,Moto
MV AGUSTA,F3 800 RC,MOTOCICLETA,Moto
MV AGUSTA,F3 800 RR,MOTOCICLETA,Moto
MV AGUSTA,F4 1000 S/1+1,MOTOCICLETA,Moto
MV AGUSTA,F4 RR,MOTOCICLETA,Moto
MV AGUSTA,RIVALE 800,MOTOCICLETA,Moto
MV AGUSTA,STRADALE 800,MOTOCICLETA,Moto
MV AGUSTA,SUPERVELOCE 800,MOTOCICLETA,Moto
MV AGUSTA,TURISMO VELOCE,MOTOCICLETA,Moto
MV AGUSTA,TURISMO VELOCE 800,MOTOCICLETA,Moto
MV AGUSTA,TURISMO VELOCE LUSSO,MOTOCICLETA,Moto
NORTON,COMMANDO 961,MOTOCICLETA,Moto
NUUV,M+ SPORT,SCOOTER,Moto
NUUV,N SPORT,SCOOTER,Moto
NUUV,NGT,SCOOTER,Moto
NUUV,U PRO,SCOOTER,Moto
OKINOI,150 R,MOTOCICLETA,Moto
OKINOI,250 R,MOTOCICLETA,Moto
OKINOI,ASTOR R-200,MOTOCICLETA,Moto
OKINOI,DROP 125,SCOOTER,Moto
OKINOI,NAKED 150,MOTOCICLETA,Moto
OKINOI,OKIMOTARD 250,MOTOCICLETA,Moto
OKINOI,OKINOI 110,MOTOCICLETA,Moto
OKINOI,OKN 110,MOTOCICLETA,Moto
OKINOI,OKN 250,MOTOCICLETA,Moto
OKINOI,OKN 300,MOTOCICLETA,Moto
OKINOI,OKN DROP 125,MOTONETA / SCOOTER,Moto
OKINOI,OKN ROMA 125,MOTONETA / SCOOTER,Moto
OKINOI,R 150 N,MOTOCICLETA,Moto
OKINOI,R 250 N,MOTOCICLETA,Moto
OKINOI,ROMA 125,MOTONETA / SCOOTER,Moto
OKINOI,ROMA ELECTRICA,MOTONETA / SCOOTER,Moto
OKINOI,ST 150 N,MOTOCICLETA,Moto
OKINOI,ST150,MOTOCICLETA,Moto
OKINOI,STREET 150,MOTOCICLETA,Moto
OKINOI,SUPERMOTARD,MOTOCICLETA,Moto
OKINOI,TANGO 110,MOTOCICLETA,Moto
OKINOI,TUNING 125,MOTOCICLETA,Moto
OLMO,FLASH 110 S,MOTOCICLETA,Moto
OLMO,XT 150,MOTOCICLETA,Moto
PIAGGIO,BEVERLY 400 HPE,SCOOTER,Moto
PIAGGIO,M52,SCOOTER,Moto
PIAGGIO,M68,SCOOTER,Moto
PIAGGIO,MP3 310 HPE,SCOOTER,Moto
PIAGGIO,MP3 LT 500IE BUSINESS,SCOOTER,Moto
PIAGGIO,MP3 YOURBAN LT 300 IE (3,SCOOTER,Moto
PIAGGIO,MP3 YOURBAN LT 300 IE SP,SCOOTER,Moto
PIAGGIO,VESPA 150 PRIMAVERA,MOTOCICLETA / SCOOTER,Moto
PIAGGIO,VESPA 150 SPRINT,SCOOTER,Moto
PIAGGIO,VESPA GTS 300,SCOOTER,Moto
PIAGGIO,VESPA GTS 300 IE,SCOOTER,Moto
PIAGGIO,VESPA GTS SUPER 300,SCOOTER,Moto
PIAGGIO,VESPA GTSS 300,SCOOTER,Moto
PIAGGIO,VESPA SXL 150,SCOOTER,Moto
PIAGGIO,VESPA VXL 150,SCOOTER,Moto
QINGQI,QS90-2,MOTOCICLETA,Moto
QJ MOTOR,FORT 350,SCOOTER,Moto
QJ MOTOR,SRK 600,MOTOCICLETA,Moto
QJ MOTOR,SRT 550 SX,MOTOCICLETA,Moto
QJ MOTOR,SRT 700 X,MOTOCICLETA,Moto
QJ MOTOR,SRV 600 V,MOTOCICLETA,Moto
QJMOTOR,FORT 350,MOTONETA / SCOOTER,Moto
QJMOTOR,SRK 400,MOTOCICLETA,Moto
QJMOTOR,SRK 600,MOTOCICLETA,Moto
QJMOTOR,SRT 550,MOTOCICLETA,Moto
QJMOTOR,SRT 700X,MOTOCICLETA,Moto
QJMOTOR,SRT 800 SX,MOTOCICLETA,Moto
QJMOTOR,SRV 300,MOTOCICLETA,Moto
ROYAL ENFIELD,BULLET 500,MOTOCICLETA,Moto
ROYAL ENFIELD,BULLET CLASSIC EFI,MOTOCICLETA,Moto
ROYAL ENFIELD,BULLET ELECTRA EFI,MOTOCICLETA,Moto
ROYAL ENFIELD,BULLET TRIALS 500,MOTOCICLETA,Moto
ROYAL ENFIELD,CLASSIC 350,MOTOCICLETA,Moto
ROYAL ENFIELD,CLASSIC 500,MOTOCICLETA,Moto
ROYAL ENFIELD,CLASSIC 650,MOTOCICLETA,Moto
ROYAL ENFIELD,CONTINENTAL 650,MOTOCICLETA,Moto
ROYAL ENFIELD,CONTINENTAL GT,MOTOCICLETA,Moto
ROYAL ENFIELD,CONTINENTAL GT 650,MOTOCICLETA,Moto
ROYAL ENFIELD,GRR 450,MOTOCICLETA,Moto
ROYAL ENFIELD,HIMALAYAN,MOTOCICLETA,Moto
ROYAL ENFIELD,HIMALAYAN 452,MOTOCICLETA,Moto
ROYAL ENFIELD,HUNTER 350,MOTOCICLETA,Moto
ROYAL ENFIELD,INTERCEPTOR 650,MOTOCICLETA,Moto
ROYAL ENFIELD,INTERCEPTOR BEAR 650,MOTOCICLETA,Moto
ROYAL ENFIELD,METEOR 350,MOTOCICLETA,Moto
ROYAL ENFIELD,SCRAM,MOTOCICLETA,Moto
ROYAL ENFIELD,SHOTGUN 650,MOTOCICLETA,Moto
ROYAL ENFIELD,SUPER METEOR 650,MOTOCICLETA,Moto
RVM,250-9,MOTOCICLETA,Moto
RVM,400 TWINS,MOTOCICLETA,Moto
RVM,CF650,MOTOCICLETA,Moto
RVM,CF650TR,MOTOCICLETA,Moto
RVM,CZ 200-2,MOTOCICLETA,Moto
RVM,CZ 250,MOTOCICLETA,Moto
RVM,JAWA250,MOTOCICLETA,Moto
RVM,RM600,MOTOCICLETA,Moto
