tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1007,AZUL Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1L,RANGER DC XLS 2.0L T 4X2 MT D,1,Privado,Física,SAN MANUEL,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,740,NIVUS COMFORTLINE 200 TSI AT,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1009,BAHIA BLANCA Nº 2,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DS,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1010,BALCARCE,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A2,AMAROK COMFORTLINE V6 AT 4X4 G2,1,Privado,Jurídica,BALCARCE,BUENOS AIRES,No aplica,2017,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1010,BALCARCE,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1G,RANGER DC LTD+ 3.0L V6 4X4 10AT D,1,Privado,Jurídica,BALCARCE,BUENOS AIRES,No aplica,2010,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1012,BOLIVAR,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DS,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,1,Privado,Física,DOMSELAAR,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1013,BRAGADO,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1,Privado,Física,BRAGADO,BUENOS AIRES,Femenino,1978,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1013,BRAGADO,Buenos Aires,Nacional,2017,38,TRAILER (CAT.O1),HA,SIN MARCA,09,CR 1 EJE < 750 KG,1,Privado,Física,9 DE JULIO,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,1,Privado,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Nacional,2025,94,TRACTOR C/ CABINA DORMITORIO,67,IVECO,FN,AS600S44TYPA85,1,Privado,Jurídica,BERAZATEGUI,BUENOS AIRES,No aplica,1998,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1030,FLORENCIO VARELA Nº 1,Buenos Aires,Importado,2025,15,TRANS.DE PASAJEROS,C24,VOLVO/MARCOPOLO,015,B450R 6X2 / PARADISO 1800DD,2,Público,Jurídica,FLORENCIO VARELA,BUENOS AIRES,No aplica,1977,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1015,CARHUE,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1G,RANGER DC LTD+ 3.0L V6 4X4 10AT D,1,Privado,Física,VILLA MAZA,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1015,CARHUE,Buenos Aires,Nacional,2025,20,PICK-UP,AC,NISSAN,18,FRONTIER X-GEAR 4X4 AT 2.3 D CD,1,Privado,Física,VILLA MAZA,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1015,CARHUE,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,977,STRADA FREEDOM 1.3 CD,1,Privado,Física,CARHUE,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DN,HILUX 4X4 DC DX 2.4 TDI 6 MT HAR,1,Privado,Física,CARMEN DE PATAGONES,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2024,31,SEMIRREMOLQUE,BL,OMBU,34,SBV3E2+11540,1,Privado,Física,CARMEN DE PATAGONES,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1034,GENERAL LA MADRID,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,LÍBANO,BUENOS AIRES,Femenino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1037,GENERAL VILLEGAS,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Jurídica,GENERAL VILLEGAS,BUENOS AIRES,No aplica,1998,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1038,GONZALES CHAVES,Buenos Aires,Protocolo 21,2025,92,TRACTOR C/CABINA DORMITORIO,120,SCANIA,309,G420 A4X2,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,1986,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1038,GONZALES CHAVES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,954,STRADA VOLCANO 1.3 CVT,1,Privado,Física,TRES ARROYOS,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1041,BENITO JUAREZ,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,779,TRACKER 1.2T AT,1,Privado,Física,BENITO JUÁREZ,BUENOS AIRES,Masculino,1963,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,800,T-CROSS TRENDLINE 200TSI AT G1,1,Privado,Física,JUNIN,BUENOS AIRES,Masculino,1975,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1,Privado,Física,GENERAL ARENALES,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2025,30,FURGONETA,044,FIAT,941,FIORINO ENDURANCE 1.4 MT,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2002,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UH,208 GT T200 AM25,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UD,2008 ACTIVE T200 AM24,1,Privado,Física,BRANDSEN,BUENOS AIRES,Femenino,1966,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1043,LA PLATA Nº 01,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,8E,TAOS COMFORTLINE 250 TSI AT,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1044,LA PLATA Nº 02,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UE,2008 ALLURE T200 AM24,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1964,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1045,LA PLATA Nº 03,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DP,HILUX 4X4 DC SRV 2.8 TDI 6 AT HAR,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2015,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1045,LA PLATA Nº 03,Buenos Aires,Protocolo 21,2025,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,D79,AXOR 2036S STARKER,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1994,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1045,LA PLATA Nº 03,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1045,LA PLATA Nº 03,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,8E,TAOS COMFORTLINE 250 TSI AT,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1962,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1046,LA PLATA Nº 04,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1,Privado,Física,MANUEL B. GONNET,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1046,LA PLATA Nº 04,Buenos Aires,Nacional,2025,40,TODO TERRENO,68,TOYOTA,CP,SW4 4X4 DIAMOND II 2.8 TDI 6 AT 7A,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1973,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1049,LAS FLORES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DM,HILUX 4X4 DC GR-SPORT IV 2.8 TDI 6 AT HAR,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2007,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1049,LAS FLORES,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,793,T-CROSS HIGHLINE BITONO 200TSI AT G1,1,Privado,Física,LAS FLORES,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1049,LAS FLORES,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1M,RANGER DC XL 2.0L T 4X2 MT D,1,Privado,Física,LAS FLORES,BUENOS AIRES,Masculino,1976,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1049,LAS FLORES,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1,Privado,Física,LAS FLORES,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1050,LINCOLN Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DS,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,1,Privado,Física,CARLOS SALAS,BUENOS AIRES,Masculino,1945,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1050,LINCOLN Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A2,AMAROK COMFORTLINE V6 AT 4X4 G2,1,Privado,Física,LINCOLN,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Jurídica,CABA,BUENOS AIRES,No aplica,2013,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,22,FURGON,34,PEUGEOT,SJ,PARTNER CONFORT 1.6 HDI 92 AM22.5,1,Privado,Física,CAÑUELAS,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UL,208 ALLURE AM25,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Femenino,1994,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UL,208 ALLURE AM25,1,Privado,Física,CAÑUELAS,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UJ,208 ALLURE AT AM25,1,Privado,Física,SAN VICENTE,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UD,2008 ACTIVE T200 AM24,1,Privado,Física,LOBOS,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UL,208 ALLURE AM25,1,Privado,Física,MONTE,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1052,LOBOS,Buenos Aires,Protocolo 21,2024,02,SEDAN 4 PUERTAS,130,TOYOTA,A15,YARIS XLS 1.5 6M/T,1,Privado,Física,LOBOS,BUENOS AIRES,Masculino,1982,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,BANFIELD,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,151,JEEP,129,COMPASS LIMITED 1.3T AT6 4X2,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-01-02,2025-01-02,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,151,JEEP,145,COMPASS SERIE-S T270 AT6 FWD,1,Privado,Física,BANFIELD,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
