tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BP,HILUX 4X2 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,BAHIA BLANCA,BUENOS AIRES,No aplica,2010,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,10,TODO TERRENO,151,JEEP,157,RENEGADE WILLYS 1.3T AT9 4X4,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,047,FORD,D09,TERRITORY 1.8L GAS AT TITANIUM EU5,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1977,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,771,NUEVO POLO TRACK MSI MT,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Femenino,1974,ARGENTINA,34,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Femenino,1972,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6C,KANGOO EXPRESS 5A 1.6 SCE 114,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1009,BAHIA BLANCA Nº 2,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1,Privado,Física,BAHÍA BLANCA,BUENOS AIRES,Masculino,1963,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1010,BALCARCE,Buenos Aires,Importado,2025,10,TODO TERRENO,047,FORD,D56,EVEREST TITANIUM,1,Privado,Jurídica,MAR DEL PLATA,BUENOS AIRES,No aplica,2013,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1010,BALCARCE,Buenos Aires,Nacional,2025,93,CHASIS CON CABINA DORMITORIO,53,VOLKSWAGEN,9W,CONSTELLATION 17.280 LR 43,1,Privado,Jurídica,BALCARCE,BUENOS AIRES,No aplica,2008,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1010,BALCARCE,Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6A,KANGOO EXPRESS 2A 1.6 SCE 114,1,Privado,Física,BALCARCE,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1010,BALCARCE,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1G,RANGER DC LTD+ 3.0L V6 4X4 10AT D,1,Privado,Física,LOBERÍA,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1011,BARADERO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,BARADERO,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1011,BARADERO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DT,HILUX 4X2 DC DX 2.4 TDI 6 AT,1,Privado,Física,BARADERO,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1012,BOLIVAR,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Física,BOLIVAR,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1013,BRAGADO,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,9Z,AMAROK EXTREME V6 AT 4X4 G2,1,Privado,Jurídica,BRAGADO,BUENOS AIRES,No aplica,2018,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1013,BRAGADO,Buenos Aires,Importado,2025,82,PICK-UP CABINA DOBLE,047,FORD,D64,MAVERICK XLT 2.0L GTDI 4X4 AT,1,Privado,Física,BRAGADO,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1013,BRAGADO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,BRAGADO,BUENOS AIRES,Femenino,1989,VENEZUELA,100,06,226
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1014,BRANDSEN,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,112,RENAULT,C40,KARDIAN EVOLUTION 200 EDC,1,Privado,Física,BRANDSEN,BUENOS AIRES,Femenino,2002,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1014,BRANDSEN,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Física,BRANDSEN,BUENOS AIRES,Masculino,1975,BOLIVIA,100,06,202
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1016,CARLOS CASARES,Buenos Aires,Importado,2025,02,SEDAN 4 PUERTAS,092,MERCEDES BENZ,D26,A200 PROGRESSIVE SEDAN,1,Privado,Física,MARTÍNEZ,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1016,CARLOS CASARES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,974,TORO FREEDOM 1.3T CD AT6 4X2,1,Privado,Física,CARLOS CASARES,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1019,COLON,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,839,S10 CD 2.8 TD 4X4 AT LTZ,1,Privado,Jurídica,COL?N,BUENOS AIRES,No aplica,2012,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A3,AMAROK TRENDLINE TDI MT 4X2 G2,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,112,RENAULT,C47,KWID ICONIC BITONO 1.0,1,Privado,Física,CORONEL DORREGO,BUENOS AIRES,Masculino,1943,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BG,HILUX 4X4 DC SRV 2.8 TDI 6 AT,1,Privado,Física,IRENE,BUENOS AIRES,Masculino,1994,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BG,HILUX 4X4 DC SRV 2.8 TDI 6 AT,1,Privado,Física,IRENE,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,977,STRADA FREEDOM 1.3 CD,1,Privado,Física,EL PERDIDO,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,22,FURGON,68,TOYOTA,CY,HIACE FURGON L2H2 2.8 TDI 6AT 3A,1,Privado,Física,HUDSON,BUENOS AIRES,Masculino,1987,URUGUAY,100,06,225
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1021,CORONEL PRINGLES,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B1,TAOS HIGHLINE 250TSI AT,1,Privado,Física,CORONEL PRINGLES,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1022,CORONEL SUAREZ,Buenos Aires,Importado,2025,82,PICK-UP CABINA DOBLE,047,FORD,D02,RANGER RAPTOR 3.0L V6 BIT GTDI 4X4 10AT,1,Privado,Jurídica,BAHÍA BLANCA,BUENOS AIRES,No aplica,2011,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1022,CORONEL SUAREZ,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,024,CHEVROLET,785,ONIX 1.0T AT LTZ,1,Privado,Física,CORONEL SUÁREZ,BUENOS AIRES,Femenino,1970,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1022,CORONEL SUAREZ,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Física,CORONEL SUAREZ,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1024,CHACABUCO,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,778,TRACKER 1.2T AT LTZ,1,Privado,Física,CHACABUCO,BUENOS AIRES,Femenino,1977,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1025,CHASCOMUS,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UX,2008 ALLURE T200 AM25,1,Privado,Física,CHASCOMUS,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1025,CHASCOMUS,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DR,HILUX 4X4 DC SRV 2.8 TDI 6 MT HAR,1,Privado,Física,CHASCOMUS,BUENOS AIRES,Masculino,1952,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1026,CHIVILCOY Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1,Privado,Física,CHIVILCOY,BUENOS AIRES,Femenino,1972,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1027,DAIREAUX,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A4,AMAROK COMFORTLINE TDI AT 4X2 G2,1,Privado,Jurídica,DAIREAUX,BUENOS AIRES,No aplica,2015,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1027,DAIREAUX,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A3,AMAROK TRENDLINE TDI MT 4X2 G2,1,Privado,Física,DAIREAUX,BUENOS AIRES,Femenino,1988,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1027,DAIREAUX,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,771,NUEVO POLO TRACK MSI MT,1,Privado,Física,DAIREAUX,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1028,DOLORES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,682,S10 CD 2.8 TD 4X4 HC AT,1,Privado,Física,GENERAL CONESA,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1028,DOLORES,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,805,NIVUS 170 TSI MT G1,1,Privado,Física,DOLORES,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B34,COROLLA CROSS SEG HEV 1.8 ECVT,1,Privado,Física,CANNING,BUENOS AIRES,Masculino,1970,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1031,GENERAL ALVEAR,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BN,HILUX 4X4 CS DX 2.4 TDI 6 MT,1,Privado,Física,GENERAL ALVEAR,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1032,GENERAL ARENALES,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A5,AMAROK HIGHLINE TDI AT 4X2 G2,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2018,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1032,GENERAL ARENALES,Buenos Aires,Nacional,2025,30,ACOPLADO,CK,EL GRILLO,50,ATF10 - REMOLQUE CUATRO EJES CON ABS,1,Privado,Jurídica,ASCENSION,BUENOS AIRES,No aplica,1942,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1036,GENERAL PINTO,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,779,TRACKER 1.2T AT,1,Privado,Física,LINCOLN,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1040,HENDERSON,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1H,RANGER DC XLS 3.0L V6 4X4 10AT D,1,Privado,Jurídica,HENDERSON,BUENOS AIRES,No aplica,2005,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1040,HENDERSON,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,792,S10 CD 2.8 TD 4X4 Z71 AT,1,Privado,Física,HENDERSON,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1042,JUNIN Nº 1,Buenos Aires,Nacional,2025,26,CHASIS CON CABINA,29,MERCEDES BENZ,GV,ACCELO 916 39 MT,1,Privado,Física,ROJAS,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1042,JUNIN Nº 1,Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6C,KANGOO EXPRESS 5A 1.6 SCE 114,1,Privado,Física,MERCEDES,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,024,CHEVROLET,834,ONIX 1.0T LT MT,1,Privado,Física,AGUSTINA,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1974,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1044,LA PLATA Nº 02,Buenos Aires,Protocolo 21,2025,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,D01,ATEGO 1729 S,1,Privado,Jurídica,TOLOSA,BUENOS AIRES,No aplica,2008,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1049,LAS FLORES,Buenos Aires,Nacional,2017,32,CASA RODANTE,HA,SIN MARCA,07,AC01,1,Privado,Física,PARDO,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1050,LINCOLN Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,CD,HILUX 4X2 DC SRV 2.8 TDI 6 AT,1,Privado,Física,PASTEUR,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1052,LOBOS,Buenos Aires,Importado,2009,A8,CAMION CISTERNA,063,IVECO,489,STRALIS 310,1,Privado,Jurídica,LOBOS,BUENOS AIRES,No aplica,1961,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1052,LOBOS,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UW,2008 ACTIVE T200 AM25,1,Privado,Física,SAN MIGUEL DEL MONTE,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1055,LUJAN Nº 1,Buenos Aires,Importado,2025,10,TODO TERRENO,011,AUDI,372,Q5 45 TFSI ADVANCED STRONIC QUATTRO,1,Privado,Física,LUJAN,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1056,MAGDALENA,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B0,TAOS COMFORTLINE 250TSI AT,1,Privado,Física,MAGDALENA,BUENOS AIRES,Femenino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1056,MAGDALENA,Buenos Aires,Nacional,2025,22,FURGON,29,MERCEDES BENZ,JC,SPRINTER 414 CDI FURGON 4325,1,Privado,Física,VERÓNICA,BUENOS AIRES,Masculino,1968,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1058,MAR DEL PLATA Nº 01,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BR,HILUX 4X2 DC SR 2.4 TDI 6 MT,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1058,MAR DEL PLATA Nº 01,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1058,MAR DEL PLATA Nº 01,Buenos Aires,Importado,2025,10,TODO TERRENO,047,FORD,D56,EVEREST TITANIUM,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1060,MEDANOS,Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,A58,COROLLA 2.0 SEG CVT,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1065,MORON Nº 02,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,37,RENAULT,5L,SANDERO LIFE 1.6,1,Privado,Física,HAEDO,BUENOS AIRES,Femenino,1964,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1065,MORON Nº 02,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,CT,HILUX 4X4 DC GR-SPORT IV 2.8 TDI 6 AT,1,Privado,Física,MORON,BUENOS AIRES,Masculino,2004,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1070,PEHUAJO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,803,NIVUS TRENDLINE 200 TSI AT G1,1,Privado,Física,PEHUAJO,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1070,PEHUAJO,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,9Z,AMAROK EXTREME V6 AT 4X4 G2,1,Privado,Física,PEHUAJ?,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1070,PEHUAJO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,EL TRIUNFO,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-07-01,2025-07-01,1073,PIGUE,Buenos Aires,Nacional,2025,30,ACOPLADO,BL,OMBU,69,ATC4E960,1,Privado,Física,ESPARTILLAR,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1073,PIGUE,Buenos Aires,Importado,2015,12,FAMILIAR,072,KIA,364,GRAND CARNIVAL EX FULL 3.3 AUTOMATICA,1,Privado,Física,PIGÜÉ,BUENOS AIRES,Femenino,1986,CHILE,100,06,208
INSCRIPCION INICIAL IMPORTADO,2025-07-01,2025-07-01,1074,PILAR Nº 1,Buenos Aires,Importado,2025,82,PICK-UP CABINA DOBLE,047,FORD,D02,RANGER RAPTOR 3.0L V6 BIT GTDI 4X4 10AT,1,Privado,Jurídica,PILAR,BUENOS AIRES,No aplica,1996,No aplica,100,06,
