tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1004,AVELLANEDA Nº 1,Buenos Aires,Protocolo 21,2025,30,FURGONETA,044,FIAT,986,FIORINO ENDURANCE 1.3 MT,1,Privado,Física,SARANDI,BUENOS AIRES,Masculino,1986,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1004,AVELLANEDA Nº 1,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,34,PEUGEOT,UK,208 ALLURE PK AM25,1,Privado,Física,JUAN JOSE PASO,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1005,AVELLANEDA Nº 2,Buenos Aires,Nacional,2025,17,SEDAN 5 PUERTAS,37,RENAULT,3G,KANGOO II STEPWAY 1.6 SCE,1,Privado,Física,AVELLANEDA,BUENOS AIRES,Femenino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1007,AZUL Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,AZUL,BUENOS AIRES,No aplica,1995,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1008,BAHIA BLANCA Nº 1,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,838,TERA HIGH 170 TSI AT,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Femenino,1950,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1008,BAHIA BLANCA Nº 1,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Femenino,1984,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1008,BAHIA BLANCA Nº 1,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q49,BAIC,017,BJ30E,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Femenino,2001,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1008,BAHIA BLANCA Nº 1,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,102,NISSAN,822,KICKS PLAY 1.6 ADVANCE CVT,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Masculino,1977,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1010,BALCARCE,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,024,CHEVROLET,779,TRACKER 1.2T AT,1,Privado,Física,BALCARCE,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1012,BOLIVAR,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,9X,AMAROK HERO V6 AT 4X4 G2,1,Privado,Jurídica,SAN CARLOS DE BOLIVAR,BUENOS AIRES,No aplica,2005,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1013,BRAGADO,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Jurídica,CABA,BUENOS AIRES,No aplica,2008,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1015,CARHUE,Buenos Aires,Nacional,2025,30,ACOPLADO,AF,HERMANN,CT,BARANDA VOLCABLE A.BV.3E.23,1,Privado,Física,CARHUE,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1016,CARLOS CASARES,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,CARLOS CASARES,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1016,CARLOS CASARES,Buenos Aires,Nacional,2025,22,FURGON,29,MERCEDES BENZ,HV,SPRINTER 314 CDI FURGON MIXTO VIDRIADO 3665,1,Privado,Física,BOLIVAR,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1016,CARLOS CASARES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BN,HILUX 4X4 CS DX 2.4 TDI 6 MT,1,Privado,Jurídica,CARLOS CASARES,BUENOS AIRES,No aplica,1986,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1017,CARLOS TEJEDOR,Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,130,TOYOTA,B97,COROLLA HEV 1.8 XEI ECVT,1,Privado,Física,CARLOS TEJEDOR,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1017,CARLOS TEJEDOR,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B1,TAOS HIGHLINE 250TSI AT,1,Privado,Física,TRES ALGARROBOS,BUENOS AIRES,Femenino,1955,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1018,CARMEN DE PATAGONES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BM,HILUX 4X4 DC DX 2.4 TDI 6 MT,1,Privado,Física,VIEDMA,BUENOS AIRES,Masculino,1959,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1018,CARMEN DE PATAGONES,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,044,FIAT,963,FASTBACK TURBO 270 AT,1,Privado,Física,BALNEARIO EL CONDOR,BUENOS AIRES,Femenino,1964,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1019,COLON,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BG,HILUX 4X4 DC SRV 2.8 TDI 6 AT,1,Privado,Física,COLON,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,20,PICK-UP,19,FORD,1J,RANGER DC LTD 2.0L BIT 4X4 10AT D,1,Privado,Jurídica,BAHIA BLANCA,BUENOS AIRES,No aplica,2013,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1020,CORONEL DORREGO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2025,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1020,CORONEL DORREGO,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B0,TAOS COMFORTLINE 250TSI AT,1,Privado,Física,CARMEN DE PATAGONES,BUENOS AIRES,Femenino,1974,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1020,CORONEL DORREGO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,817,POLO TRACK MSI MT G1,1,Privado,Física,BAHIA BLANCA,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1021,CORONEL PRINGLES,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,BL,HILUX 4X4 DC SR 2.8 TDI 6 MT,1,Privado,Física,CORONEL PRINGLES,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1021,CORONEL PRINGLES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,843,S10 CD 2.8 TD 4X4 WT AT,1,Privado,Física,CORONEL PRINGLES,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1021,CORONEL PRINGLES,Buenos Aires,Importado,2025,21,COUPE,018,BMW,495,430I,1,Privado,Física,CORONEL PRINGLES,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1022,CORONEL SUAREZ,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,847,MONTANA 1.2T LT AT,1,Privado,Física,CORONEL SUAREZ,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1022,CORONEL SUAREZ,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,A99,COROLLA CROSS XEI 2.0 CVT,1,Privado,Física,CORONEL SUAREZ,BUENOS AIRES,Masculino,1943,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1024,CHACABUCO,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Física,CHACABUCO,BUENOS AIRES,Masculino,1962,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1024,CHACABUCO,Buenos Aires,Nacional,2025,40,TODO TERRENO,68,TOYOTA,CP,SW4 4X4 DIAMOND II 2.8 TDI 6 AT 7A,1,Privado,Física,CHACABUCO,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1026,CHIVILCOY Nº 1,Buenos Aires,Nacional,2025,26,CHASIS CON CABINA,79,AGRALE,49,CHASIS CON CABINA AGRALE MODELO A 8700 4X4,1,Privado,Jurídica,CHIVILCOY,BUENOS AIRES,No aplica,1961,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1028,DOLORES,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CR,CRONOS DRIVE 1.3 GSE CVT BZ,1,Privado,Física,DOLORES,BUENOS AIRES,Femenino,1982,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1028,DOLORES,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1,Privado,Física,DOLORES,BUENOS AIRES,Masculino,1978,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1028,DOLORES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,977,STRADA FREEDOM 1.3 CD,1,Privado,Física,CASTELLI,BUENOS AIRES,Masculino,1958,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1032,GENERAL ARENALES,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A9,AMAROK TRENDLINE TDI MT 4X4 G2,1,Privado,Jurídica,ASCENSION,BUENOS AIRES,No aplica,1942,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1032,GENERAL ARENALES,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A1,AMAROK HIGHLINE V6 AT 4X4 G2,1,Privado,Jurídica,ASCENSION,BUENOS AIRES,No aplica,1942,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1032,GENERAL ARENALES,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A9,AMAROK TRENDLINE TDI MT 4X4 G2,1,Privado,Jurídica,GENERAL ARENALES,BUENOS AIRES,No aplica,1942,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1034,GENERAL LA MADRID,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A5,AMAROK HIGHLINE TDI AT 4X2 G2,1,Privado,Física,GENERAL LA MADRID,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1035,GENERAL MADARIAGA,Buenos Aires,Nacional,2025,30,ACOPLADO,DQ,H.C. MANCINI,10,TVM 02 E,1,Privado,Física,GENERAL MADARIAGA,BUENOS AIRES,Masculino,1951,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1036,GENERAL PINTO,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,GENERAL PINTO,BUENOS AIRES,Femenino,1962,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1037,GENERAL VILLEGAS,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A6,AMAROK COMFORTLINE TDI MT 4X2 G2,1,Privado,Física,GENERAL VILLEGAS,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1038,GONZALES CHAVES,Buenos Aires,Nacional,2025,20,PICK-UP,53,VOLKSWAGEN,A3,AMAROK TRENDLINE TDI MT 4X2 G2,1,Privado,Física,ADOLFO GONZALES CHAVES,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1041,BENITO JUAREZ,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,977,STRADA FREEDOM 1.3 CD,1,Privado,Física,BENITO JUAREZ,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,E02,ACTROS 2545 LS,1,Privado,Jurídica,ROJAS,BUENOS AIRES,No aplica,2019,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,044,FIAT,936,TORO VOLCANO 1.3T CD AT6 4X2,1,Privado,Física,JUNIN,BUENOS AIRES,Masculino,1967,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1042,JUNIN Nº 1,Buenos Aires,Protocolo 21,2025,02,SEDAN 4 PUERTAS,024,CHEVROLET,833,ONIX PLUS 1.0T LT MT,1,Privado,Física,JUNIN,BUENOS AIRES,Masculino,1978,ARGENTINA,50,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1044,LA PLATA Nº 02,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,VA,2008 ALLURE T200 AM26,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1045,LA PLATA Nº 03,Buenos Aires,Nacional,2025,26,CHASIS CON CABINA,29,MERCEDES BENZ,GV,ACCELO 916 39 MT,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1978,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1046,LA PLATA Nº 04,Buenos Aires,Nacional,2015,31,SEMIRREMOLQUE,GJ,MACTRAIL,08,TU-17-8-M,1,Privado,Jurídica,MANUEL B GONNET,BUENOS AIRES,No aplica,2005,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1046,LA PLATA Nº 04,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,024,CHEVROLET,764,ONIX 1.0T AT PREMIER,1,Privado,Física,TOLOSA,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1047,,,Importado,2025,02,SEDAN 4 PUERTAS,102,NISSAN,792,SENTRA 2.0 EXCLUSIVE CVT,1,Privado,Física,VALENTIN ALSINA,BUENOS AIRES,Masculino,1947,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1049,LAS FLORES,Buenos Aires,Protocolo 21,2025,82,PICK-UP CABINA DOBLE,024,CHEVROLET,839,S10 CD 2.8 TD 4X4 AT LTZ,1,Privado,Física,CORONEL BOERR,BUENOS AIRES,Masculino,1956,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1051,LOBERIA,Buenos Aires,Nacional,2025,31,SEMIRREMOLQUE,80,PATRONELLI,41,S E M V 2 1,1,Privado,Física,LOBER?A,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DV,HILUX 4X4 DC SRV+ 2.8 TDI 6 AT,1,Privado,Física,TAPEBICUA,BUENOS AIRES,Femenino,1981,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,VB,2008 GT T200 AM26,1,Privado,Física,SALADILLO,BUENOS AIRES,Femenino,1952,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,C05,YARIS XLS+ 1.5 CVT 5P,1,Privado,Física,LOBOS,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Nacional,2017,30,ACOPLADO,HA,SIN MARCA,06,REMOLQUE PARA EQUINOS CUELLO DE CISNE,1,Privado,Física,C.AUTONOMA DE BS.AS,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,B1,TAOS HIGHLINE 250TSI AT,1,Privado,Física,LOBOS,BUENOS AIRES,Masculino,1959,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1052,LOBOS,Buenos Aires,Nacional,2025,12,SEDAN 4 PUERTAS,17,FIAT,CR,CRONOS DRIVE 1.3 GSE CVT BZ,1,Privado,Física,LOBOS,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1058,MAR DEL PLATA Nº 01,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,Q80,HAVAL,017,H6 HEV SUPREME,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1982,ARGENTINA,50,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1060,MEDANOS,Buenos Aires,Protocolo 21,2025,80,PICK-UP CABINA SIMPLE,136,VOLKSWAGEN,785,NUEVO SAVEIRO TRENDLINE CS MSI MT,1,Privado,Jurídica,MAYOR BURATOVICH,BUENOS AIRES,No aplica,2018,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1061,MERCEDES Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,130,TOYOTA,B02,COROLLA CROSS XLI 2.0 CVT,1,Privado,Física,MERCEDES,BUENOS AIRES,Masculino,1945,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1062,MERLO Nº 1,Buenos Aires,Nacional,2025,20,PICK-UP,68,TOYOTA,DT,HILUX 4X2 DC DX 2.4 TDI 6 AT,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1063,MIRAMAR,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,055,HONDA,J46,ZR-V RZ1 TRG,1,Privado,Jurídica,CABA,BUENOS AIRES,No aplica,1990,No aplica,100,06,
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1063,MIRAMAR,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,055,HONDA,J43,HR-V RV3 3M7 EXL,1,Privado,Física,RECOLETA,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1063,MIRAMAR,Buenos Aires,Importado,2025,04,RURAL 5 PUERTAS,055,HONDA,J46,ZR-V RZ1 TRG,1,Privado,Física,PERGAMINO,BUENOS AIRES,Masculino,1955,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1065,MORON Nº 02,Buenos Aires,Nacional,2025,31,SEMIRREMOLQUE,69,BONANO,FS,SEMIRREMOLQUE PAQUETERO DE 1D+2D EJES <=45 T,1,Privado,Jurídica,MORON,BUENOS AIRES,No aplica,2019,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1065,MORON Nº 02,Buenos Aires,Nacional,2025,31,SEMIRREMOLQUE,69,BONANO,FS,SEMIRREMOLQUE PAQUETERO DE 1D+2D EJES <=45 T,1,Privado,Jurídica,MORON,BUENOS AIRES,No aplica,2019,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1065,MORON Nº 02,Buenos Aires,Nacional,2025,22,FURGON,37,RENAULT,6A,KANGOO EXPRESS 2A 1.6 SCE 114,1,Privado,Física,HAEDO,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1066,NECOCHEA Nº 1,Buenos Aires,Nacional,2025,31,SEMIRREMOLQUE,DN,RANDON,22,SR.BA-02+01,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2015,No aplica,100,06,
INSCRIPCION INICIAL NACIONAL,2025-10-01,2025-10-01,1066,NECOCHEA Nº 1,Buenos Aires,Nacional,2024,30,ACOPLADO,69,BONANO,CA,ACOPLADO BARANDA VOLCABLE DE 4 EJES,1,Privado,Física,NECOCHEA,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
INSCRIPCION INICIAL IMPORTADO,2025-10-01,2025-10-01,1067,NUEVE DE JULIO Nº 1,Buenos Aires,Protocolo 21,2025,04,RURAL 5 PUERTAS,151,JEEP,145,COMPASS SERIE-S T270 AT6 FWD,1,Privado,Física,9 DE JULIO,BUENOS AIRES,Masculino,1946,ARGENTINA,100,06,200
